         297657109 function calls (297643119 primitive calls) in 96.408 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-168>:1(_not_implemented_for)
     1299    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 backend_bases.py:3306(export)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3179(parseImpl)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
      160    0.000    0.000    0.000    0.000 env.py:219(terminate_block)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-585>:1(_open_file)
       20    0.000    0.000    0.000    0.000 pyparsing.py:2813(parseImpl)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-37>:1(_random_state)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4487(__str__)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-597>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-530>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-547>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-503>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-263>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-15>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 case.py:341(TestCase)
       28    0.000    0.000    0.000    0.000 value.py:242(blocks)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-541>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-39>:1(_random_state)
       31    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
      301    0.000    0.000    0.000    0.000 __init__.py:847(__iter__)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
      318    0.000    0.000    0.000    0.000 __init__.py:1934(__init__)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-545>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-167>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-476>:1(_not_implemented_for)
      124    0.000    0.000    0.000    0.000 __init__.py:592(<listcomp>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-511>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-526>:1(_not_implemented_for)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2529(__str__)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-607>:1(_open_file)
       30    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 object_file.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1559(addParseAction)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-462>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-660>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-513>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-35>:1(_random_state)
       80    0.000    0.000    0.000    0.000 function_base.py:257(iterable)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3207(__str__)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-343>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 units.py:43(<module>)
      467    0.000    0.000    0.000    0.000 artist.py:1334(<genexpr>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-479>:1(_random_state)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-163>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-475>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 shared_memory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-655>:1(_not_implemented_for)
      182    0.000    0.000    0.000    0.000 enum.py:28(_is_dunder)
       18    0.000    0.000    0.000    0.000 __init__.py:1967(find_distributions)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-437>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-456>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-49>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-349>:1(_not_implemented_for)
       18    0.000    0.000    0.000    0.000 core.py:992(__init__)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-525>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-61>:1(_random_state)
        1    0.000    0.000    0.000    0.000 shutil.py:1099(which)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-424>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
      307    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      652    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-553>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-555>:1(_random_state)
      306    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-403>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-505>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-33>:1(_random_state)
        6    0.000    0.000    0.000    0.000 pathlib.py:1343(is_dir)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4450(delimitedList)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-367>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
      200    0.000    0.000    0.000    0.000 traceback.py:290(walk_stack)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-320>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1>:1(_random_state)
      305    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        1    0.000    0.000    0.000    0.000 textpath.py:388(TextPath)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-659>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-334>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-57>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-59>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-348>:1(_not_implemented_for)
      910    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-529>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-423>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-431>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-407>:1(_not_implemented_for)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:728(create_module)
      171    0.000    0.000    0.000    0.000 six.py:141(__init__)
       29    0.000    0.000    0.000    0.000 module.py:214(__next__)
        1    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-515>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-401>:1(_random_state)
        1    0.000    0.000    0.000    0.000 _parser.py:1377(_tzparser)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:129(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-428>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-436>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-31>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-347>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-371>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-373>:1(_random_state)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-599>:1(_open_file)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-461>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-41>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-589>:1(_open_file)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-342>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-304>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-399>:1(_random_state)
      121    0.000    0.000    0.000    0.000 enum.py:874(_power_of_two)
      714    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-449>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-395>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-405>:1(_not_implemented_for)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.000    0.000 text.py:98(Text)
       63    0.000    0.000    0.000    0.000 rcsetup.py:447(validate_fontsize)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-435>:1(_random_state)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-361>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-366>:1(_not_implemented_for)
        2    0.000    0.000    0.000    0.000 tokenize.py:448(open)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-341>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-312>:1(_not_implemented_for)
      109    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4653(__init__)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-490>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-43>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-17>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-5>:1(_random_state)
       15    0.000    0.000    0.000    0.000 rcsetup.py:947(validate_animation_writer_path)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-486>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-355>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 pyplot.py:2066(<listcomp>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-465>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-245>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-51>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-387>:1(_not_implemented_for)
      266    0.000    0.000    0.000    0.000 pyparsing.py:3270(<genexpr>)
      224    0.000    0.000    0.000    0.000 patches.py:1864(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1751(<dictcomp>)
       93    0.000    0.000    0.000    0.000 pyparsing.py:302(__init__)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-497>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-11>:1(_not_implemented_for)
      261    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       12    0.000    0.000    0.000    0.000 pyparsing.py:5654(<lambda>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-598>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-416>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-420>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-383>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-452>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-455>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-333>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-13>:1(_not_implemented_for)
        8    0.000    0.000    0.000    0.000 pyparsing.py:5688(<genexpr>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-329>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-308>:1(_not_implemented_for)
